time_s,k_hat,cwds,qsrc,psrc,n_aggressive,n_conservative,n_unchanged,busy_frac,coll_rate,coll_rate_frame,dscts_frames,dscts_bursts,bsr_sum,lli_count,changed
4.1,26,1,5,3,0,0,32,0.78695,0.264706,0.666667,108,34,302,62,0
4.2,26,1,5,3,0,0,32,0.7878,0.357143,0.757353,136,42,258,78,0
4.3,26,1,5,3,0,0,32,0.74135,0.28,0.621212,66,25,199,31,0
4.4,26,1,5,3,0,0,32,0.7637,0.526316,0.77451,102,38,172,46,0
4.5,26,1,5,3,0,0,32,0.7761,0.320755,0.694444,144,53,258,70,0
4.6,26,1,5,3,0,0,32,0.79073,0.269231,0.686747,166,52,402,101,0
4.7,26,1,5,3,0,0,32,0.77724,0.428571,0.733333,120,42,214,70,0
4.8,26,1,5,3,0,0,32,0.76024,0.210526,0.452381,42,19,227,37,0
4.9,26,1,5,3,0,0,32,0.77219,0.289474,0.625,104,38,211,65,0
5,26,1,5,3,0,0,32,0.7947,0.365854,0.742188,128,41,288,85,0
5.1,26,1,5,3,0,0,32,0.76966,0.411765,0.705882,102,34,233,52,0
5.2,26,1,5,3,0,0,32,0.77471,0.410256,0.673077,104,39,226,58,0
5.3,26,1,5,3,0,0,32,0.76207,0.205882,0.675926,108,34,242,54,0
5.4,26,1,5,3,0,0,32,0.79072,0.244444,0.614754,122,45,238,81,0
5.5,26,1,5,3,0,0,32,0.77012,0.30303,0.608696,92,33,261,54,0
5.6,26,1,5,3,0,0,32,0.78504,0.377778,0.707692,130,45,235,79,0
5.7,26,1,5,3,0,0,32,0.75516,0.275862,0.569444,72,29,187,39,0
5.8,26,1,5,3,0,0,32,0.77434,0.351351,0.684211,114,37,280,61,0
5.9,26,1,5,3,0,0,32,0.77831,0.285714,0.663462,104,35,276,70,0
6,26,1,5,3,0,0,32,0.76897,0.225,0.543478,92,40,170,60,0
6.1,26,1,5,3,0,0,32,0.76062,0.424242,0.763636,110,33,256,52,0
6.2,26,1,5,3,0,0,32,0.77445,0.341463,0.681818,110,41,263,63,0
6.3,26,1,5,3,0,0,32,0.77215,0.266667,0.592593,108,45,255,67,0
6.4,26,1,5,3,0,0,32,0.77231,0.294118,0.670455,88,34,222,59,0
6.5,26,1,5,3,0,0,32,0.76906,0.315789,0.586957,92,38,216,54,0
6.6,26,1,5,3,0,0,32,0.79622,0.377358,0.758427,178,53,234,98,0
6.7,26,1,5,3,0,0,32,0.78769,0.348837,0.666667,120,43,251,82,0
6.8,26,1,5,3,0,0,32,0.76875,0.305556,0.663265,98,36,259,51,0
6.9,26,1,5,3,0,0,32,0.79503,0.354167,0.736486,148,48,322,87,0
7,26,1,5,3,0,0,32,0.77154,0.147059,0.5,76,34,214,55,0
7.1,26,1,5,3,0,0,32,0.77813,0.377778,0.641509,106,45,219,73,0
7.2,26,1,5,3,0,0,32,0.75281,0.388889,0.652174,46,18,202,23,0
7.3,26,1,5,3,0,0,32,0.78316,0.326531,0.685714,140,49,263,76,0
7.4,26,1,5,3,0,0,32,0.7881,0.456522,0.772059,136,46,274,82,0
7.5,26,1,5,3,0,0,32,0.77524,0.384615,0.757812,128,39,236,70,0
7.6,26,1,5,3,0,0,32,0.75384,0.225806,0.655556,90,31,211,63,0
7.7,26,1,5,3,0,0,32,0.77496,0.447368,0.737288,118,38,277,60,0
7.8,26,1,5,3,0,0,32,0.76938,0.238095,0.555556,108,42,194,64,0
7.9,26,1,5,3,0,0,32,0.74632,0.222222,0.5,60,27,218,32,0
